student_id,group_id,round_id,question_set_id,question_order,question_id,difficulty,topic,question_type,question_text,original_answer,original_saved_at,selected_for_discussion,revised_answer,revised_saved_at,correct_answer,rationale
student_035,group_12,Round 2,group_12_d_r2,5,Q029,5,Collider / bad controls,MCQ,"Which variable should generally not be conditioned on when estimating a total causal effect, because doing so can induce bias?",C,50:48.9,FALSE,,,C,Conditioning on a collider can open a noncausal path.
student_035,group_12,Round 2,group_12_d_r2,6,Q002,3,Potential outcomes,True/False,"A student receives peer discussion (X=1). In potential-outcome notation, the observed outcome is Y^1 and Y^0 is counterfactual for that student.",A,50:48.9,FALSE,,,A,"Under X=1, the factual outcome corresponds to Y^1; the no-discussion outcome Y^0 is not observed."
student_023,group_08,Round 1,group_08_c_r1,1,Q027,4,Conditional exchangeability,MCQ,Which statement best expresses conditional exchangeability?,A,27:39.1,FALSE,,,A,Conditional exchangeability says treatment assignment is independent of the potential outcomes within levels of observed confounders Z.
student_023,group_08,Round 1,group_08_c_r1,2,Q025,2,Causal frameworks,MCQ,Which pair of causal inference frameworks are being connected across Day 1 and Day 2?,A,27:39.1,FALSE,,,A,Day 1 introduced potential outcomes; Day 2 introduces DAGs/SCMs.
student_023,group_08,Round 1,group_08_c_r1,3,Q017,5,Potential outcomes / ATE,MCQ,"For eight people, Y^1 = (1,0,1,1,0,1,1,0) and Y^0 = (1,0,0,1,1,0,0,0). What is the ATE?",C,27:39.1,FALSE,,,C,"E[Y^1]=5/8 and E[Y^0]=3/8, so ATE=2/8=+0.25."
student_023,group_08,Round 1,group_08_c_r1,4,Q010,4,Mediation,MCQ,Graph: X -> M -> Y. You want the total effect of X on Y. Should you adjust for M?,B,27:39.1,FALSE,,,B,"For a total effect, conditioning on a mediator blocks part of the effect of X on Y."
student_023,group_08,Round 1,group_08_c_r1,5,Q019,2,Randomization,MCQ,Random assignment is valuable for causal inference mainly because it:,C,27:39.1,FALSE,,,C,Randomization supports exchangeability by making treatment assignment unrelated to potential outcomes in expectation.
student_023,group_08,Round 1,group_08_c_r1,6,Q030,6,Positivity / overlap,MCQ,"Counts by Z and treatment: Z=0 has X=0: n=0, X=1: n=20; Z=1 has X=0: n=15, X=1: n=25; Z=2 has X=0: n=30, X=1: n=0. For which Z level is positivity satisfied?",D,27:39.1,TRUE,B,37:01.1,B,"At Z=1, both treated and untreated units are present. Z=0 and Z=2 each have an empty treatment cell."
student_023,group_08,Round 2,group_08_c_r2,1,Q018,6,Collider / d-separation,MCQ,Graph: A -> C <- B and C -> D. Which conditioning choice opens a path between A and B?,B,50:48.1,FALSE,,,D,A collider blocks the path unless the collider or a descendant of the collider is conditioned on.
student_023,group_08,Round 2,group_08_c_r2,2,Q016,4,DAG basics / SCM intuition,MCQ,"What does it mean, in this lecture context, to say that DAGs are non-parametric?",A,50:48.1,FALSE,,,A,"A DAG specifies causal parent relations, not whether those relations are linear, nonlinear, additive, etc."
student_023,group_08,Round 2,group_08_c_r2,3,Q033,4,Observed association,MCQ,"In an observational dataset, the treated mean outcome is 0.40 and the untreated mean outcome is 0.55. What is the naive treated-minus-untreated difference?",A,50:48.1,FALSE,,,A,0.40 - 0.55 = -0.15.
student_023,group_08,Round 2,group_08_c_r2,4,Q008,3,Identification assumptions,MCQ,Which statement about causal identifiability assumptions is most accurate?,B,50:48.1,FALSE,,,B,"Identifiability assumptions concern the causal/data-generating setting, not just statistical model form, and are typically not testable from the observed data alone."
student_023,group_08,Round 2,group_08_c_r2,5,Q026,3,Consistency,MCQ,Which example most directly illustrates a possible consistency problem?,B,50:48.1,TRUE,B,53:46.1,B,Consistency requires treatment versions to be well-defined; multiple versions with different effects make the causal question ambiguous.
student_023,group_08,Round 2,group_08_c_r2,6,Q012,6,Stratification / standardization,MCQ,"Naive difference E[Y|X=1]-E[Y|X=0] = 0.10. After stratifying on Z, the stratum-specific differences are 0.20 for Z=0 and -0.04 for Z=1. The target population has P(Z=0)=0.25 and P(Z=1)=0.75. What standardized ATE estimate do you get?",B,50:48.1,FALSE,,,B,0.25*0.20 + 0.75*(-0.04) = 0.05 - 0.03 = +0.02.
student_016,group_06,Round 1,group_06_a_r1,1,Q017,5,Potential outcomes / ATE,MCQ,"For eight people, Y^1 = (1,0,1,1,0,1,1,0) and Y^0 = (1,0,0,1,1,0,0,0). What is the ATE?",C,29:06.6,FALSE,,,C,"E[Y^1]=5/8 and E[Y^0]=3/8, so ATE=2/8=+0.25."
student_016,group_06,Round 1,group_06_a_r1,2,Q009,4,Randomization / exchangeability,True/False,"In a randomized experiment, a difference in mean outcomes between randomly assigned treated and non-treated patients is used as an ATE estimate mainly because randomization makes the groups exchangeable in expectation.",A,29:06.6,FALSE,,,A,Random assignment breaks systematic dependence between treatment assignment and potential outcomes in expectation.
student_016,group_06,Round 1,group_06_a_r1,3,Q014,3,Positivity,MCQ,"For a binary treatment X and covariates Z, positivity means:",D,29:06.6,FALSE,,,D,Positivity requires exposed and unexposed units at covariate levels in the target population.
student_016,group_06,Round 1,group_06_a_r1,4,Q023,5,Confounding / Simpson's paradox,MCQ,Delivery table: home has 648/720 good outcomes among low-risk and 40/80 among high-risk; hospital has 19/20 low-risk and 144/180 high-risk. What is the marginal hospital-minus-home difference in good outcome?,,29:06.6,TRUE,A,36:48.1,A,Hospital: (19+144)/(20+180)=163/200=81.5%. Home: (648+40)/(720+80)=688/800=86.0%. Difference=-4.5 percentage points.
student_016,group_06,Round 1,group_06_a_r1,5,Q015,4,Confounding,MCQ,"In the hospital-delivery DAG, pregnancy risk affects both delivery location and neonatal outcome. What role does pregnancy risk play?",C,29:06.6,FALSE,,,C,Pregnancy risk is a common cause of treatment and outcome.
student_016,group_06,Round 1,group_06_a_r1,6,Q026,3,Consistency,MCQ,Which example most directly illustrates a possible consistency problem?,B,29:06.6,FALSE,,,B,Consistency requires treatment versions to be well-defined; multiple versions with different effects make the causal question ambiguous.
student_016,group_06,Round 2,group_06_a_r2,1,Q005,5,Confounding / standardization,MCQ,"In the delivery example, within low-risk pregnancies hospital outcome=95% and home=90%; within high-risk pregnancies hospital=80% and home=50%. In a target population with 80% low-risk and 20% high-risk pregnancies, what is the risk-standardized effect of hospital versus home delivery on good outcome?",,50:58.2,FALSE,,,C,Hospital: 0.95*0.80 + 0.80*0.20 = 0.92. Home: 0.90*0.80 + 0.50*0.20 = 0.82. Difference = +0.10.
student_016,group_06,Round 2,group_06_a_r2,2,Q001,2,Potential outcomes,MCQ,Which expression is the average treatment effect (ATE) for a binary treatment X?,B,50:58.2,FALSE,,,B,The ATE is the population average contrast between potential outcomes; D is an individual treatment effect and A is an observed association.
student_016,group_06,Round 2,group_06_a_r2,3,Q027,4,Conditional exchangeability,MCQ,Which statement best expresses conditional exchangeability?,A,50:58.2,FALSE,,,A,Conditional exchangeability says treatment assignment is independent of the potential outcomes within levels of observed confounders Z.
student_016,group_06,Round 2,group_06_a_r2,4,Q016,4,DAG basics / SCM intuition,MCQ,"What does it mean, in this lecture context, to say that DAGs are non-parametric?",A,50:58.2,FALSE,,,A,"A DAG specifies causal parent relations, not whether those relations are linear, nonlinear, additive, etc."
student_016,group_06,Round 2,group_06_a_r2,5,Q013,2,Potential outcomes,True/False,A causal effect can be defined as a contrast between potential outcomes.,A,50:58.2,TRUE,A,53:27.8,A,"In the potential-outcomes framework, causal effects compare outcomes under different treatment levels."
student_016,group_06,Round 2,group_06_a_r2,6,Q011,5,Collider / selection bias,MCQ,"Publication is caused by both methodological quality and interesting results. If you analyze only published studies, what can happen between methodological quality and interesting results?",C,50:58.2,FALSE,,,C,Conditioning on a common effect can induce dependence between its causes; the induced association is not a causal effect.
student_011,group_04,Round 1,group_04_a_r1,1,Q026,3,Consistency,MCQ,Which example most directly illustrates a possible consistency problem?,B,28:49.2,FALSE,,,B,Consistency requires treatment versions to be well-defined; multiple versions with different effects make the causal question ambiguous.
student_011,group_04,Round 1,group_04_a_r1,2,Q035,5,Causal language / study design,MCQ,"Why is it misleading to simply say 'RCTs are causal, observational studies are never causal'?",B,28:49.2,FALSE,,,B,"Causal modeling asks when causal effects can be learned from data, not just whether a study is labeled randomized or observational."
student_011,group_04,Round 1,group_04_a_r1,3,Q030,6,Positivity / overlap,MCQ,"Counts by Z and treatment: Z=0 has X=0: n=0, X=1: n=20; Z=1 has X=0: n=15, X=1: n=25; Z=2 has X=0: n=30, X=1: n=0. For which Z level is positivity satisfied?",D,28:49.2,TRUE,B,38:43.6,B,"At Z=1, both treated and untreated units are present. Z=0 and Z=2 each have an empty treatment cell."
student_011,group_04,Round 1,group_04_a_r1,4,Q019,2,Randomization,MCQ,Random assignment is valuable for causal inference mainly because it:,C,28:49.2,FALSE,,,C,Randomization supports exchangeability by making treatment assignment unrelated to potential outcomes in expectation.
student_011,group_04,Round 1,group_04_a_r1,5,Q010,4,Mediation,MCQ,Graph: X -> M -> Y. You want the total effect of X on Y. Should you adjust for M?,B,28:49.2,FALSE,,,B,"For a total effect, conditioning on a mediator blocks part of the effect of X on Y."
student_011,group_04,Round 1,group_04_a_r1,6,Q021,4,Potential outcomes / ITE,MCQ,"For three units, Y^1=(1,1,0) and Y^0=(0,1,0). Which ITE vector and ATE are correct?",A,28:49.2,FALSE,,,A,"Subtract component-wise: (1-0, 1-1, 0-0)=(1,0,0); the average is 1/3."
student_011,group_04,Round 2,group_04_a_r2,1,Q001,2,Potential outcomes,MCQ,Which expression is the average treatment effect (ATE) for a binary treatment X?,B,50:09.2,FALSE,,,B,The ATE is the population average contrast between potential outcomes; D is an individual treatment effect and A is an observed association.
student_011,group_04,Round 2,group_04_a_r2,2,Q022,4,Mediation,MCQ,"In the hernia example, hospital recovery location affects bed rest, and bed rest affects walking after one week. What is bed rest in the DAG?",B,50:09.2,TRUE,,,B,Bed rest lies on the path from location to recovery.
student_011,group_04,Round 2,group_04_a_r2,3,Q017,5,Potential outcomes / ATE,MCQ,"For eight people, Y^1 = (1,0,1,1,0,1,1,0) and Y^0 = (1,0,0,1,1,0,0,0). What is the ATE?",C,50:09.2,FALSE,,,C,"E[Y^1]=5/8 and E[Y^0]=3/8, so ATE=2/8=+0.25."
student_011,group_04,Round 2,group_04_a_r2,4,Q024,6,Confounding and mediation,MCQ,"Graph: Z -> X, Z -> Y, X -> M, M -> Y. You adjust for M but not Z while trying to estimate the total effect of X on Y. What is the main problem?",A,50:09.2,FALSE,,,A,"M lies on the causal pathway, while Z is the confounder that needed adjustment."
student_011,group_04,Round 2,group_04_a_r2,5,Q008,3,Identification assumptions,MCQ,Which statement about causal identifiability assumptions is most accurate?,B,50:09.2,FALSE,,,B,"Identifiability assumptions concern the causal/data-generating setting, not just statistical model form, and are typically not testable from the observed data alone."
student_011,group_04,Round 2,group_04_a_r2,6,Q033,4,Observed association,MCQ,"In an observational dataset, the treated mean outcome is 0.40 and the untreated mean outcome is 0.55. What is the naive treated-minus-untreated difference?",A,50:09.2,FALSE,,,A,0.40 - 0.55 = -0.15.
student_015,group_05,Round 1,group_05_a_r1,1,Q003,4,Potential outcomes,Numeric,"For four units, Y^1 = (1, 0, 1, 1) and Y^0 = (0, 0, 1, 0). What is the ATE?",0.25,29:04.6,FALSE,,,0.5,"E[Y^1]=3/4 and E[Y^0]=1/4, so ATE=0.50."
student_015,group_05,Round 1,group_05_a_r1,2,Q023,5,Confounding / Simpson's paradox,MCQ,Delivery table: home has 648/720 good outcomes among low-risk and 40/80 among high-risk; hospital has 19/20 low-risk and 144/180 high-risk. What is the marginal hospital-minus-home difference in good outcome?,A,29:04.6,FALSE,,,A,Hospital: (19+144)/(20+180)=163/200=81.5%. Home: (648+40)/(720+80)=688/800=86.0%. Difference=-4.5 percentage points.
student_015,group_05,Round 1,group_05_a_r1,3,Q008,3,Identification assumptions,MCQ,Which statement about causal identifiability assumptions is most accurate?,B,29:04.6,FALSE,,,B,"Identifiability assumptions concern the causal/data-generating setting, not just statistical model form, and are typically not testable from the observed data alone."
student_015,group_05,Round 1,group_05_a_r1,4,Q034,4,Matching,MCQ,Matching is intended to:,A,29:04.6,FALSE,,,A,Matching tries to create balanced treated and untreated groups on measured confounders.
student_015,group_05,Round 1,group_05_a_r1,5,Q026,3,Consistency,MCQ,Which example most directly illustrates a possible consistency problem?,B,29:04.6,FALSE,,,B,Consistency requires treatment versions to be well-defined; multiple versions with different effects make the causal question ambiguous.
student_015,group_05,Round 1,group_05_a_r1,6,Q006,6,Back-door adjustment,MCQ,"Graph: Z -> X, Z -> Y, X -> M, M -> Y. You want the total effect of X on Y. Which adjustment set is best?",D,29:04.6,TRUE,D,40:22.8,B,"Z blocks the back-door path X <- Z -> Y. M lies on the causal pathway X -> M -> Y, so adjusting for M would block part of the total effect."
student_015,group_05,Round 2,group_05_a_r2,1,Q031,2,DAG basics,MCQ,A directed edge X -> Y in a causal DAG means:,A,50:47.9,FALSE,,,A,"The edge encodes a causal direction assumption, not a functional form."
student_015,group_05,Round 2,group_05_a_r2,2,Q005,5,Confounding / standardization,MCQ,"In the delivery example, within low-risk pregnancies hospital outcome=95% and home=90%; within high-risk pregnancies hospital=80% and home=50%. In a target population with 80% low-risk and 20% high-risk pregnancies, what is the risk-standardized effect of hospital versus home delivery on good outcome?",,50:47.9,FALSE,,,C,Hospital: 0.95*0.80 + 0.80*0.20 = 0.92. Home: 0.90*0.80 + 0.50*0.20 = 0.82. Difference = +0.10.
student_015,group_05,Round 2,group_05_a_r2,3,Q016,4,DAG basics / SCM intuition,MCQ,"What does it mean, in this lecture context, to say that DAGs are non-parametric?",A,50:47.9,FALSE,,,A,"A DAG specifies causal parent relations, not whether those relations are linear, nonlinear, additive, etc."
student_015,group_05,Round 2,group_05_a_r2,4,Q011,5,Collider / selection bias,MCQ,"Publication is caused by both methodological quality and interesting results. If you analyze only published studies, what can happen between methodological quality and interesting results?",C,50:47.9,FALSE,,,C,Conditioning on a common effect can induce dependence between its causes; the induced association is not a causal effect.
student_015,group_05,Round 2,group_05_a_r2,5,Q001,2,Potential outcomes,MCQ,Which expression is the average treatment effect (ATE) for a binary treatment X?,B,50:47.9,TRUE,B,56:21.7,B,The ATE is the population average contrast between potential outcomes; D is an individual treatment effect and A is an observed association.
student_015,group_05,Round 2,group_05_a_r2,6,Q015,4,Confounding,MCQ,"In the hospital-delivery DAG, pregnancy risk affects both delivery location and neonatal outcome. What role does pregnancy risk play?",C,50:47.9,FALSE,,,C,Pregnancy risk is a common cause of treatment and outcome.
student_036,group_12,Round 1,group_12_b_r1,1,Q036,6,Back-door adjustment,MCQ,"Graph: X <- A -> B -> Y, X <- C -> Y, and X -> Y. Which adjustment set blocks the listed back-door paths while preserving the direct causal path X -> Y?",C,29:10.9,TRUE,C,41:23.8,C,"{A,C} blocks X <- A -> B -> Y and X <- C -> Y. Adjusting for only A or only C leaves one back-door path open."
student_036,group_12,Round 1,group_12_b_r1,2,Q030,6,Positivity / overlap,MCQ,"Counts by Z and treatment: Z=0 has X=0: n=0, X=1: n=20; Z=1 has X=0: n=15, X=1: n=25; Z=2 has X=0: n=30, X=1: n=0. For which Z level is positivity satisfied?",B,29:10.9,FALSE,,,B,"At Z=1, both treated and untreated units are present. Z=0 and Z=2 each have an empty treatment cell."
student_036,group_12,Round 1,group_12_b_r1,3,Q021,4,Potential outcomes / ITE,MCQ,"For three units, Y^1=(1,1,0) and Y^0=(0,1,0). Which ITE vector and ATE are correct?",A,29:10.9,FALSE,,,A,"Subtract component-wise: (1-0, 1-1, 0-0)=(1,0,0); the average is 1/3."
student_036,group_12,Round 1,group_12_b_r1,4,Q002,3,Potential outcomes,True/False,"A student receives peer discussion (X=1). In potential-outcome notation, the observed outcome is Y^1 and Y^0 is counterfactual for that student.",A,29:10.9,FALSE,,,A,"Under X=1, the factual outcome corresponds to Y^1; the no-discussion outcome Y^0 is not observed."
student_036,group_12,Round 1,group_12_b_r1,5,Q010,4,Mediation,MCQ,Graph: X -> M -> Y. You want the total effect of X on Y. Should you adjust for M?,C,29:10.9,FALSE,,,B,"For a total effect, conditioning on a mediator blocks part of the effect of X on Y."
student_036,group_12,Round 1,group_12_b_r1,6,Q026,3,Consistency,MCQ,Which example most directly illustrates a possible consistency problem?,B,29:10.9,FALSE,,,B,Consistency requires treatment versions to be well-defined; multiple versions with different effects make the causal question ambiguous.
student_036,group_12,Round 2,group_12_b_r2,1,Q011,5,Collider / selection bias,MCQ,"Publication is caused by both methodological quality and interesting results. If you analyze only published studies, what can happen between methodological quality and interesting results?",C,50:34.2,FALSE,,,C,Conditioning on a common effect can induce dependence between its causes; the induced association is not a causal effect.
student_036,group_12,Round 2,group_12_b_r2,2,Q020,3,Potential outcomes,MCQ,A quiz question is randomly selected for peer discussion (X=1) and is answered correctly (Y=1). Which potential outcome is observed for that question-student unit?,A,50:34.2,FALSE,,,A,"When X=1, the factual potential outcome is Y^1."
student_036,group_12,Round 2,group_12_b_r2,3,Q016,4,DAG basics / SCM intuition,MCQ,"What does it mean, in this lecture context, to say that DAGs are non-parametric?",A,50:34.2,TRUE,A,00:04.9,A,"A DAG specifies causal parent relations, not whether those relations are linear, nonlinear, additive, etc."
student_036,group_12,Round 2,group_12_b_r2,4,Q003,4,Potential outcomes,Numeric,"For four units, Y^1 = (1, 0, 1, 1) and Y^0 = (0, 0, 1, 0). What is the ATE?",0.5,50:34.2,FALSE,,,0.5,"E[Y^1]=3/4 and E[Y^0]=1/4, so ATE=0.50."
student_036,group_12,Round 2,group_12_b_r2,5,Q007,2,DAG basics,MCQ,"In a causal DAG, what does a node usually represent?",A,50:34.2,FALSE,,,A,DAG nodes represent variables; directed edges represent assumed causal relations.
student_036,group_12,Round 2,group_12_b_r2,6,Q029,5,Collider / bad controls,MCQ,"Which variable should generally not be conditioned on when estimating a total causal effect, because doing so can induce bias?",C,50:34.2,FALSE,,,C,Conditioning on a collider can open a noncausal path.
student_031,group_11,Round 1,group_11_a_r1,1,Q033,4,Observed association,MCQ,"In an observational dataset, the treated mean outcome is 0.40 and the untreated mean outcome is 0.55. What is the naive treated-minus-untreated difference?",A,26:43.3,FALSE,,,A,0.40 - 0.55 = -0.15.
student_031,group_11,Round 1,group_11_a_r1,2,Q029,5,Collider / bad controls,MCQ,"Which variable should generally not be conditioned on when estimating a total causal effect, because doing so can induce bias?",C,26:43.3,FALSE,,,C,Conditioning on a collider can open a noncausal path.
student_031,group_11,Round 1,group_11_a_r1,3,Q018,6,Collider / d-separation,MCQ,Graph: A -> C <- B and C -> D. Which conditioning choice opens a path between A and B?,B,26:43.3,TRUE,B,36:19.6,D,A collider blocks the path unless the collider or a descendant of the collider is conditioned on.
student_031,group_11,Round 1,group_11_a_r1,4,Q007,2,DAG basics,MCQ,"In a causal DAG, what does a node usually represent?",A,26:43.3,FALSE,,,A,DAG nodes represent variables; directed edges represent assumed causal relations.
student_031,group_11,Round 1,group_11_a_r1,5,Q014,3,Positivity,MCQ,"For a binary treatment X and covariates Z, positivity means:",C,26:43.3,FALSE,,,D,Positivity requires exposed and unexposed units at covariate levels in the target population.
student_031,group_11,Round 1,group_11_a_r1,6,Q034,4,Matching,MCQ,Matching is intended to:,A,26:43.3,FALSE,,,A,Matching tries to create balanced treated and untreated groups on measured confounders.
student_031,group_11,Round 2,group_11_a_r2,1,Q002,3,Potential outcomes,True/False,"A student receives peer discussion (X=1). In potential-outcome notation, the observed outcome is Y^1 and Y^0 is counterfactual for that student.",A,50:41.7,FALSE,,,A,"Under X=1, the factual outcome corresponds to Y^1; the no-discussion outcome Y^0 is not observed."
student_031,group_11,Round 2,group_11_a_r2,2,Q027,4,Conditional exchangeability,MCQ,Which statement best expresses conditional exchangeability?,C,50:41.7,FALSE,,,A,Conditional exchangeability says treatment assignment is independent of the potential outcomes within levels of observed confounders Z.
student_031,group_11,Round 2,group_11_a_r2,3,Q026,3,Consistency,MCQ,Which example most directly illustrates a possible consistency problem?,B,50:41.7,FALSE,,,B,Consistency requires treatment versions to be well-defined; multiple versions with different effects make the causal question ambiguous.
student_031,group_11,Round 2,group_11_a_r2,4,Q017,5,Potential outcomes / ATE,MCQ,"For eight people, Y^1 = (1,0,1,1,0,1,1,0) and Y^0 = (1,0,0,1,1,0,0,0). What is the ATE?",C,50:41.7,FALSE,,,C,"E[Y^1]=5/8 and E[Y^0]=3/8, so ATE=2/8=+0.25."
student_031,group_11,Round 2,group_11_a_r2,5,Q022,4,Mediation,MCQ,"In the hernia example, hospital recovery location affects bed rest, and bed rest affects walking after one week. What is bed rest in the DAG?",B,50:41.7,FALSE,,,B,Bed rest lies on the path from location to recovery.
student_031,group_11,Round 2,group_11_a_r2,6,Q006,6,Back-door adjustment,MCQ,"Graph: Z -> X, Z -> Y, X -> M, M -> Y. You want the total effect of X on Y. Which adjustment set is best?",B,50:41.7,TRUE,B,53:39.3,B,"Z blocks the back-door path X <- Z -> Y. M lies on the causal pathway X -> M -> Y, so adjusting for M would block part of the total effect."
student_032,group_11,Round 1,group_11_b_r1,1,Q003,4,Potential outcomes,Numeric,"For four units, Y^1 = (1, 0, 1, 1) and Y^0 = (0, 0, 1, 0). What is the ATE?",0.5,29:03.5,FALSE,,,0.5,"E[Y^1]=3/4 and E[Y^0]=1/4, so ATE=0.50."
student_032,group_11,Round 1,group_11_b_r1,2,Q001,2,Potential outcomes,MCQ,Which expression is the average treatment effect (ATE) for a binary treatment X?,B,29:03.5,FALSE,,,B,The ATE is the population average contrast between potential outcomes; D is an individual treatment effect and A is an observed association.
student_032,group_11,Round 1,group_11_b_r1,3,Q025,2,Causal frameworks,MCQ,Which pair of causal inference frameworks are being connected across Day 1 and Day 2?,A,29:03.5,FALSE,,,A,Day 1 introduced potential outcomes; Day 2 introduces DAGs/SCMs.
student_032,group_11,Round 1,group_11_b_r1,4,Q036,6,Back-door adjustment,MCQ,"Graph: X <- A -> B -> Y, X <- C -> Y, and X -> Y. Which adjustment set blocks the listed back-door paths while preserving the direct causal path X -> Y?",C,29:03.5,TRUE,C,41:22.9,C,"{A,C} blocks X <- A -> B -> Y and X <- C -> Y. Adjusting for only A or only C leaves one back-door path open."
student_032,group_11,Round 1,group_11_b_r1,5,Q012,6,Stratification / standardization,MCQ,"Naive difference E[Y|X=1]-E[Y|X=0] = 0.10. After stratifying on Z, the stratum-specific differences are 0.20 for Z=0 and -0.04 for Z=1. The target population has P(Z=0)=0.25 and P(Z=1)=0.75. What standardized ATE estimate do you get?",B,29:03.5,FALSE,,,B,0.25*0.20 + 0.75*(-0.04) = 0.05 - 0.03 = +0.02.
student_032,group_11,Round 1,group_11_b_r1,6,Q009,4,Randomization / exchangeability,True/False,"In a randomized experiment, a difference in mean outcomes between randomly assigned treated and non-treated patients is used as an ATE estimate mainly because randomization makes the groups exchangeable in expectation.",A,29:03.5,FALSE,,,A,Random assignment breaks systematic dependence between treatment assignment and potential outcomes in expectation.
student_032,group_11,Round 2,group_11_b_r2,1,Q016,4,DAG basics / SCM intuition,MCQ,"What does it mean, in this lecture context, to say that DAGs are non-parametric?",A,50:48.2,FALSE,,,A,"A DAG specifies causal parent relations, not whether those relations are linear, nonlinear, additive, etc."
student_032,group_11,Round 2,group_11_b_r2,2,Q032,3,Observing vs intervening,True/False,Observing that E[Y | X=1] differs from E[Y | X=0] generally proves that X causes Y.,B,50:48.2,TRUE,B,56:36.1,B,Observed differences can be due to confounding or selection; observing is not the same as intervening.
student_032,group_11,Round 2,group_11_b_r2,3,Q023,5,Confounding / Simpson's paradox,MCQ,Delivery table: home has 648/720 good outcomes among low-risk and 40/80 among high-risk; hospital has 19/20 low-risk and 144/180 high-risk. What is the marginal hospital-minus-home difference in good outcome?,A,50:48.2,FALSE,,,A,Hospital: (19+144)/(20+180)=163/200=81.5%. Home: (648+40)/(720+80)=688/800=86.0%. Difference=-4.5 percentage points.
student_032,group_11,Round 2,group_11_b_r2,4,Q013,2,Potential outcomes,True/False,A causal effect can be defined as a contrast between potential outcomes.,A,50:48.2,FALSE,,,A,"In the potential-outcomes framework, causal effects compare outcomes under different treatment levels."
student_032,group_11,Round 2,group_11_b_r2,5,Q024,6,Confounding and mediation,MCQ,"Graph: Z -> X, Z -> Y, X -> M, M -> Y. You adjust for M but not Z while trying to estimate the total effect of X on Y. What is the main problem?",A,50:48.2,FALSE,,,A,"M lies on the causal pathway, while Z is the confounder that needed adjustment."
student_032,group_11,Round 2,group_11_b_r2,6,Q010,4,Mediation,MCQ,Graph: X -> M -> Y. You want the total effect of X on Y. Should you adjust for M?,B,50:48.2,FALSE,,,B,"For a total effect, conditioning on a mediator blocks part of the effect of X on Y."
student_029,group_10,Round 1,group_10_a_r1,1,Q007,2,DAG basics,MCQ,"In a causal DAG, what does a node usually represent?",A,29:19.4,FALSE,,,A,DAG nodes represent variables; directed edges represent assumed causal relations.
